authors,title,source_title,issn,doi,year,base,journal_title,h_index,avaliador,situacao
Borgen S.O.,rethinking incentive problems in cooperative organizations,journal of socio-economics,10535357,10.1016/j.socec.2004.04.010,2004,scopus,NA,not,Flávia,
Koremenos B.,leadership and bureaucracy the folk theorem and real folks,rationality and society,10434631,10.1177/1043463105046696,2005,scopus,Rationality and Society,50,Flávia,
Duncan E.; Elliott G.,efficiency customer service and financial performance among australian financial institutions,international journal of bank marketing,2652323,10.1108/02652320410549647,2004,scopus,International Journal of Bank Marketing,96,Flávia,
Downing M.; Volk T.A.; Schmidt D.A.,development of new generation cooperatives in agriculture for renewable energy research development and demonstration projects,biomass and bioenergy,9619534,10.1016/j.biombioe.2004.09.004,2005,scopus,Biomass and Bioenergy,199,Flávia,
Onemolease E.A.,assessment of farmers production problems and their management strategies in selected states in southeastern nigeria,tropical agriculture,413216,NA,2004,scopus,Tropical Agriculture,19,Flávia,
Gandhi M.,land allotment for the denotified tribe settlements in andhra pradesh,man in india,251569,NA,2007,scopus,NA,NA,Flávia,
Machauer A.; Schiereck D.,churchbased credit cooperatives in germany,annals of public and cooperative economics,14678292,10.1111/j.1467-8292.2004.00254.x,2004,scopus,Annals of Public and Cooperative Economics,42,Flávia,
Furlanetto E.L.; Cândido G.A.,methodology for structuring agribusiness supply chain an exploratory study metodologia para estruturação de cadeias de suprimentos no agronegócio um estudo exploratório,revista brasileira de engenharia agricola e ambiental,14154366,10.1590/S1415-43662006000300034,2006,scopus,Revista Brasileira de Engenharia Agricola e Ambiental,40,Flávia,
Alkon A.H.,place stories and consequences heritage narratives and the control of erosion on lake county california vineyards,organization and environment,10860266,10.1177/1086026604264881,2004,scopus,Organization and Environment,70,Flávia,
Girardone C.; Molyneux P.; Gardener E.P.M.,analysing the determinants of bank efficiency the case of italian banks,applied economics,36846,10.1080/0003684042000175334,2004,scopus,Applied Economics,98,Flávia,
Ofuoku A.U.; Ugbomech G.M.; Uzokwe U.N.; Ideh V.,constraints to smallscale fish farming in delta state nigeria,"journal of food, agriculture and environment",14590255,NA,2006,scopus,NA,42,Flávia,
Amess K.; Roberts B.M.,the productivity effects of privatization the case of polish cooperatives,international review of financial analysis,10575219,10.1016/j.irfa.2007.03.005,2007,scopus,International Review of Financial Analysis,79,Flávia,
Galdeano Gómez E.,productivity and efficiency analysis of horticultural cooperatives,spanish journal of agricultural research,1695971X,10.5424/sjar/2006043-194,2006,scopus,Spanish Journal of Agricultural Research,44,Flávia,
Marothia D.K.,institutional structures for governance of freshwater aquaculture lessons from chhattisgarh,indian journal of agricultural economics,195014,NA,2004,scopus,Indian Journal of Agricultural Economics,23,Flávia,
Arthur L.; Cato M.S.; Keenoy T.; Smith R.,corporate social responsibility in your own backyard,social responsibility journal,17471117,10.1108/17471110710829704,2007,scopus,Social Responsibility Journal,45,Flávia,
Arnoldus D.; Dankers J.,management consultancies in the dutch banking sector 1960s and 1970s,business history,76791,10.1080/00076790500133041,2005,scopus,Business History,41,Flávia,
Babb J.,making farmers conservative japanese farmers land reform and socialism,social science japan journal,14682680,10.1093/ssjj/jyi037,2005,scopus,Social Science Japan Journal,23,Flávia,
Chouinard O.; Desjardins P.-M.; Forgues É.,governance and social cohesion in credit unions a rural and an urban acadian credit union in new brunswick canada,journal of rural cooperation,3777480,NA,2004,scopus,NA,NA,Flávia,
Bencheva N.; Delikostadinov S.; Ligeon C.; Puppala N.; Jolly C.,the economics of peanut production in bulgaria during the transition period,journal of central european agriculture,13329049,NA,2007,scopus,Journal of Central European Agriculture,22,Flávia,
James H.S.; Sykuta M.E.,property right and organizational characteristics of producerowned firms and organizational trust,annals of public and cooperative economics,14678292,10.1111/j.1370-4788.2005.00289.x,2005,scopus,Annals of Public and Cooperative Economics,42,Flávia,
Hyndman N.; McKillop D.; Ferguson C.; Wall T.,the financial accountability of irish credit unions an initial empirical study,financial accountability and management,2674424,10.1111/j.0267-4424.2004.00385.x,2004,scopus,Financial Accountability and Management,47,Flávia,
Alvarez J.,cubas new sugarcane cooperatives ten years later,post-communist economies,14631377,10.1080/14631370500052837,2005,scopus,Post-Communist Economies,31,Flávia,
Patronis V.; Mavreas K.,agricultural cooperative organizations in greece throughout the 20th century a critical overview,journal of rural cooperation,3777480,NA,2004,scopus,NA,NA,Flávia,
Chander S.; Mehta S.K.; Singh S.; Hasija R.C.,constraints in adoption of recommended pearl millet production technology in dryland farming,annals of agri bio research,9719660,NA,2006,scopus,Annals of Agri Bio Research,8,Flávia,
Birchall J.; Simmons R.,what motivates members to participate in cooperative and mutual businesses,annals of public and cooperative economics,14678292,10.1111/j.1467-8292.2004.00259.x,2004,scopus,Annals of Public and Cooperative Economics,42,Flávia,
Gallagher P.; Wisner R.; Brubacker H.,price relationships in processors input market areas testing theories for corn prices near ethanol plants,canadian journal of agricultural economics,83976,10.1111/j.1744-7976.2005.00414.x,2005,scopus,Canadian Journal of Agricultural Economics,45,Flávia,
Özdemir G.,cooperativeshareholder relations in agricultural cooperatives in turkey,journal of asian economics,10490078,10.1016/j.asieco.2005.01.004,2005,scopus,Journal of Asian Economics,55,Flávia,
Adeyemo R.,selfhelp farmer cooperatives management of natural resources for sustainable development in southwest nigeria,journal of rural cooperation,3777480,NA,2004,scopus,NA,NA,Flávia,
Mikami K.,asymmetric information and the form of enterprise capitalist firms and consumer cooperatives,journal of institutional and theoretical economics,9324569,10.1628/093245607781261414,2007,scopus,Journal of Institutional and Theoretical Economics,39,Flávia,
Nilsson J.; Ohlsson C.,the new zealand dairy cooperatives adaptation changing market conditions,journal of rural cooperation,3777480,NA,2007,scopus,NA,NA,Flávia,
Gray T.W.,dereconstruction of vaguely defined property rights within neoclassical discourse and cooperative finance,journal of rural cooperation,3777480,NA,2004,scopus,NA,NA,Flávia,
Cross R.; Buccola S.,adapting cooperative structure to the new global environment,american journal of agricultural economics,29092,10.1111/j.0002-9092.2004.00674.x,2004,scopus,American Journal of Agricultural Economics,126,Flávia,
Claver E.; López M.D.; Molina J.F.; Tarí J.J.,environmental management and firm performance a case study,journal of environmental management,3014797,10.1016/j.jenvman.2006.09.012,2007,scopus,Journal of Environmental Management,218,Flávia,
Evans L.; Guthrie G.,a dynamic theory of cooperatives the link between efficiency and valuation,journal of institutional and theoretical economics,9324569,10.1628/093245606777583549,2006,scopus,Journal of Institutional and Theoretical Economics,39,Flávia,
Ward A.-M.; Mckillop D.G.,an investigation into the link between uk credit union characteristics location and their success,annals of public and cooperative economics,14678292,10.1111/j.1370-4788.2005.00286.x,2005,scopus,Annals of Public and Cooperative Economics,42,Flávia,
Tran A.T.,institutional analysis of the contemporary land consolidation in the red river delta a villagelevel study of dong long commune in tien hai district thai binh province vietnam,japanese journal of human geography,187216,10.4200/jjhg.58.1_20,2006,scopus,Japanese Journal of Human Geography,6,Flávia,
Jones E.C.,wealthbased trust and the development of collective action,world development,0305750X,10.1016/j.worlddev.2003.10.009,2004,scopus,World Development,206,Flávia,
Gündoğmuş E.,organic dried fig production a comparative analysis of organic and conventional smallholdings in turkey,biological agriculture and horticulture,1448765,10.1080/01448765.2007.9755034,2007,scopus,Biological Agriculture and Horticulture,35,Flávia,
Davis P.,beyond human resource management in cooperatives,cross cultural management: an international journal,13527606,10.1108/13527600610643493,2006,scopus,NA,52,Flávia,
Seyfang G.,growing sustainable consumption communities the case of local organic food networks,international journal of sociology and social policy,0144333X,10.1108/01443330710741066,2007,scopus,International Journal of Sociology and Social Policy,45,Flávia,
Sofer M.; Applebaum L.,the rural space in israel in search of renewed identity the case of the moshav,journal of rural studies,7430167,10.1016/j.jrurstud.2005.10.004,2006,scopus,Journal of Rural Studies,124,Flávia,
Novkovic S.; Power N.,agricultural and rural cooperative viability a management strategy based on cooperative principles and values,journal of rural cooperation,3777480,NA,2005,scopus,NA,NA,Flávia,
Ernesto Méndez V.; Gliessman S.R.; Gilbert G.S.,tree biodiversity in farmer cooperatives of a shade coffee landscape in western el salvador,"agriculture, ecosystems and environment",1678809,10.1016/j.agee.2006.07.004,2007,scopus,"Agriculture, Ecosystems and Environment",200,Flávia,
Pirotte G.; Pleyers G.; Poncelet M.,fairtrade coffee in nicaragua and tanzania a comparison,development in practice,13649213,10.1080/09614520600792390,2006,scopus,Development in Practice,49,Flávia,
Atmiş E.; Özden S.; Lise W.,public participation in forestry in turkey,ecological economics,9218009,10.1016/j.ecolecon.2006.07.002,2007,scopus,Ecological Economics,236,Flávia,
Mansfield F.,discipline internal motivations and cooperation in a rural production cooperative,environments,7116780,NA,2005,scopus,NA,18,Flávia,
Deka G.; Bhattacharyya K.G.,heavy metal intrusion into soil and water near a textile mill,indian journal of environmental protection,2537141,NA,2007,scopus,Indian Journal of Environmental Protection,20,Flávia,
Jones M.J.; Orr B.,resin tapping and forest cooperatives in honduras,journal of sustainable forestry,1540756X,10.1300/J091v22n03_08,2006,scopus,Journal of Sustainable Forestry,34,Flávia,
Fulton J.; Hine S.; Vandeburg J.; McNamara K.,a local cooperatives financial and strategic analysis of the evaluation of potential merger partners,international food and agribusiness management review,15592448,NA,2004,scopus,International Food and Agribusiness Management Review,42,Flávia,
Musampa C.M.,the demise of a south african growth point butterworth in the eastern cape a community development model as an alternative strategy for development,development southern africa,0376835X,10.1080/03768350600556554,2006,scopus,Development Southern Africa,48,Flávia,
Greinke A.,imposing capital controls on credit unions an analysis of regulatory intervention in australia,annals of public and cooperative economics,14678292,10.1111/j.1370-4788.2005.00285.x,2005,scopus,Annals of Public and Cooperative Economics,42,Flávia,
