authors,title,source_title,issn,doi,year,base
Chakrabarty A.K.; Ghosh K.,appraisal of a rural cooperative with the thrust on rural development an empirical study,International Journal of Social Economics,03068293,10.1108/03068290910921262,2009,scopus
Carr A.; Kariyawasam A.; Casil M.,a study of the organizational characteristics of successful cooperatives,Organization Development Journal,08896402,,2008,scopus
Francesconi G.N.; Ruben R.,the life cycle of agricultural cooperatives implications for management and governance in ethiopia,Journal of Rural Cooperation,03777480,,2008,scopus
Bontis N.; Serenko A.,a causal model of human capital antecedents and consequents in the financial services industry,Journal of Intellectual Capital,14691930,10.1108/14691930910922897,2009,scopus
Zieger T.,rating of networkintegrated corporations,International Advances in Economic Research,1573966X,10.1007/s11294-008-9186-3,2009,scopus
Siciliano J.I.,a comparison of ceo and director perceptions of board involvement in strategy,Nonprofit and Voluntary Sector Quarterly,08997640,10.1177/0899764007301287,2008,scopus
Yamashita U.; Balooni K.; Inoue M.,effect of instituting authorized neighborhood associations on communal iriai forest ownership in japan,Society and Natural Resources,15210723,10.1080/08941920801985833,2009,scopus
Spielman D.J.; Cohen M.J.; Mogues T.,local governance systems and smallholder cooperatives in ethiopia,"International Journal of Agricultural Resources, Governance and Ecology",14624605,10.1504/IJARGE.2009.032642,2009,scopus
Füsun Tatlidil F.; Boz I.; Tatlidil H.,farmers perception of sustainable agriculture and its determinants a case study in kahramanmaras province of turkey,"Environment, Development and Sustainability",1387585X,10.1007/s10668-008-9168-x,2009,scopus
Mbassa G.K.; Mgongo F.O.K.; Melau L.S.B.; Mlangwa J.E.D.; Silayo R.S.; Bimbita E.N.; Hayghaimo A.A.; Mbiha E.R.,a financing system for the control of tickborne diseases in pastoral herds the kambala tanzania model,Livestock Research for Rural Development,01213784,,2009,scopus
Ligon E.,risk management in the cooperative contract,American Journal of Agricultural Economics,14678276,10.1111/j.1467-8276.2009.01286.x,2009,scopus
Chaddad F.R.; Boland M.,strategystructure alignment in the world coffee industry the case of cooxupé,Review of Agricultural Economics,14679353,10.1111/j.1467-9353.2009.01459.x,2009,scopus
Barboza G.; Roth K.,understanding customers revealed satisfaction preferences an order probit model for credit unions,Journal of Financial Services Marketing,14791846,10.1057/fsm.2008.27,2009,scopus
Janová J.; Ambrožová P.,optimization of production planningin czech agricuhural cooperative via linear programming využití lineárního programování v optimalizaci osevního plánu zemědělského družstva v čr,Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis,12118516,10.11118/actaun200957060099,2009,scopus
Cardona C.; Slemons R.; Perez D.,the prevention and control of avian influenza the avian influenza coordinated agriculture project,Poultry Science,00325791,10.3382/ps.2008-00332,2009,scopus
Martin P.A.,managing knowledge to enhance learning,Knowledge Management and E-Learning,20737904,,2009,scopus
Brown C.; Davis K.,capital management in mutual financial institutions,Journal of Banking and Finance,03784266,10.1016/j.jbankfin.2008.08.016,2009,scopus
Cooney R.; Baumber A.; Ampt P.; Wilson G.,sharing skippy how can landholders be involved in kangaroo production in australia,Rangeland Journal,10369872,10.1071/RJ08025,2009,scopus
Seguí-Mas E.; Izquierdo R.J.S.,studying the financial resources for agrifood industry and rural development description of human capital in credit unions through delphi analysis,Interciencia,03781844,,2009,scopus
Chen T.-Y.; Chen C.-B.; Peng S.-Y.,firm operation performance analysis using data envelopment analysis and balanced scorecard a case study of a credit cooperative bank,International Journal of Productivity and Performance Management,17410401,10.1108/17410400810904010,2008,scopus
Sharma H.P.; Sharma D.K.; Jana R.K.,credit union portfolio management  an additive fuzzy goal programming approach,International Research Journal of Finance and Economics,14502887,,2009,scopus
Saitone T.L.; Sexton R.J.,optimal cooperative pooling in a qualitydifferentiated market,American Journal of Agricultural Economics,14678276,10.1111/j.1467-8276.2009.01288.x,2009,scopus
Goddard J.; McKillop D.; Wilson J.O.S.,what drives the performance of cooperative financial institutions evidence for us credit unions,Applied Financial Economics,14664305,10.1080/09603100701262818,2008,scopus
Terreros I.S.; Malorgio G.; Górriz C.G.,comparison between spanish and italian regulations on cooperative firms traditional or hybrid model,New Medit,15945685,,2009,scopus
Lamberte M.; Manlagñit M.C.V.,the impact of women members and employees on the severity of agency conflicts in philippine cooperative credit unions,Canadian Journal of Development Studies,02255189,,2008,scopus
Muenstermann I.,cross boundary farming can this challenging farming method save the australian family farm,Rural Society,10371656,10.5172/rsj.19.3.262,2009,scopus
Méndez V.E.; Shapiro E.N.; Gilbert G.S.,cooperative management and its effects on shade tree diversity soil properties and ecosystem services of coffee plantations in western el salvador,Agroforestry Systems,15729680,10.1007/s10457-009-9220-3,2009,scopus
Kim B.-W.; Lee D.; Jeon J.-T.; Lee J.-G.,estimation of genetic parameters for milk production traits using a random regression testday model in holstein cows in korea,Asian-Australasian Journal of Animal Sciences,10112367,10.5713/ajas.2009.80110,2009,scopus
Besomi D.; Colacchio G.,auguste ott on commercial crises and distributive justice an early inputoutput scheme,Review of Political Economy,14653982,10.1080/09538250903392101,2010,scopus
Mangan A.,were not banks exploring selfdiscipline subjectivity and cooperative work,Human Relations,1741282X,10.1177/0018726708099516,2009,scopus
Galdeano-Gómez E.,productivity effects of environmental performance evidence from tfp analysis on marketing cooperatives,Applied Economics,14664283,10.1080/00036840600905266,2008,scopus
Feinberg R.M.,explaining the credit union entry decision and implications for performance,Review of Industrial Organization,15737160,10.1007/s11151-008-9177-9,2008,scopus
Tsukakoshi Y.; Naito S.; Ishida N.; Yasui A.,variation in moisture total sugar and carotene content of japanese carrots use in sample size determination,Journal of Food Composition and Analysis,08891575,10.1016/j.jfca.2008.06.013,2009,scopus
Crémer J.,risk sharing ceo incentives and quality differentiation in agricultural cooperatives discussion,American Journal of Agricultural Economics,14678276,10.1111/j.1467-8276.2009.01289.x,2009,scopus
,hr incentives and guntoting guerillas labor cooperative provides the peaceful path,Human Resource Management International Digest,09670734,10.1108/09670730810900839,2008,scopus
Maietta O.W.; Sena V.,is competition really bad news for cooperatives some empirical evidence for italian producers cooperatives,Journal of Productivity Analysis,15730441,10.1007/s11123-008-0100-z,2008,scopus
Markard J.; Petersen R.,the offshore trend structural changes in the wind power sector,Energy Policy,03014215,10.1016/j.enpol.2009.04.015,2009,scopus
Chibanda M.; Ortmann G.F.; Lyne M.C.,institutional and governance factors influencing the performance of selected smallholder agricultural cooperatives in kwazulunatal,Agrekon,20780400,10.1080/03031853.2009.9523828,2009,scopus
Forgács C.,leadership and importance of social capital in cooperatives during transition a case study of two cooperatives,Journal of Rural Cooperation,03777480,,2008,scopus
Aboagye A.Q.Q.,a baseline study of ghanian microfinance institutions,Journal of African Business,15229076,10.1080/15228910903187734,2009,scopus
Blackman A.; Albers H.J.; Ávalos-Sartorio B.; Murphy L.C.,land cover in a managed forest ecosystem mexican shade coffee,American Journal of Agricultural Economics,14678276,10.1111/j.1467-8276.2007.01060.x,2008,scopus
Dietl H.M.; Franck E.; Hasan T.; Lang M.,governance of professional sports leaguescooperatives versus contracts,International Review of Law and Economics,01448188,10.1016/j.irle.2008.11.001,2009,scopus
Deka G.; Bhattacharyya K.G.,heavy metal intrusion into drinking water and rice near close vicinity of a textile mill,Indian Journal of Environmental Protection,02537141,,2008,scopus
Gunderson M.; Gloy B.; Rodgers C.,the impact of board of director characteristics on farm credit association performance,Agricultural Finance Review,00021466,10.1108/00021460910978652,2009,scopus
Primmer E.; Wolf S.A.,empirical accounting of adaptation to environmental change organizational competencies and biodiversity in finnish forest management,Ecology and Society,17083087,10.5751/ES-02926-140227,2009,scopus
Hodgson V.L.; Hodgson A.,marketing communication expenditures and financial capitalthe impact of marketing as an option,Australian Journal of Management,03128962,10.1177/031289620803300206,2008,scopus
Stern L.V.; Swidler S.; Hinkelmann C.,deposit rate sensitivity of credit union shares,Journal of Economics and Finance,19389744,10.1007/s12197-008-9028-4,2009,scopus
Ryder N.; Chambers C.,the credit crunch are credit unions able to ride out the storm,Journal of Banking Regulation,17502071,10.1057/jbr.2009.14,2009,scopus
Haque C.E.; Deb A.K.; Medeiros D.,integrating conservation with livelihood improvement for sustainable development the experiment of an oyster producers cooperative in southeast brazil,Society and Natural Resources,15210723,10.1080/08941920802271761,2009,scopus
Banaszak I.; Beckmann V.,the incentive structure in public policies  the example of the law on producer groups in poland,Society and Economy,1588970X,10.1556/SocEc.30.2008.1.4,2008,scopus
Hillier D.; Hodgson A.; Stevenson-Clarke P.; Lhaopadchan S.,accounting window dressing and template regulation a case study of the australian credit union industry,Journal of Business Ethics,15730697,10.1007/s10551-007-9640-9,2008,scopus
Hernández-Espallardo M.; Arcas-Lario N.,outcome and behaviourcontrol in distribution partnerships the role of trust and dependence and their effects on performance,"International Review of Retail, Distribution and Consumer Research",09593969,10.1080/09593960701778119,2008,scopus
Mikami K.; Tanaka S.,food processing business and agriculture cooperatives in japan market power and asymmetric information,Asian Economic Journal,13513958,10.1111/j.1467-8381.2008.00270.x,2008,scopus
Zhongyi J.; Xiurong H.,the rural cooperative medical system in china background development achievement and problems,China Agricultural Economic Review,17561388,10.1108/17561370910915375,2009,scopus
Planas J.,landowners and agrarian associations in catalunya 18501936 os proprietários e o associativismo agrário na catalunha 18501936,Analise Social,00032573,,2009,scopus
Jossa B.,how cooperative firms should be organised from the perspective of todays economic theory,Politica Economica,11209496,10.1429/28761,2008,scopus
Deka G.; Bhattacharyya K.G.,assessment of water quality in an area receiving effluent discharge from a textile mill,Indian Journal of Environmental Protection,02537141,,2009,scopus
Gimenes R.M.T.; Gimenes F.M.P.,applicability of the dynamic analysis of the working capital as an evaluation instrument of the financial administration in agricultural cooperatives aplicabilidade da análise dinâmica do capital de giro como intrumento de avaliação da gestão financeira em cooperativas agropecuárias,Revista de Economia Contemporanea,14159848,10.1590/s1415-98482008000100005,2008,scopus
Choi H.,institutionalization of trust as response to globalization the case of consumer cooperatives in south korea,Transition Studies Review,16144015,10.1007/s11300-009-0082-1,2009,scopus
